PublicationDate,countryName,reportingYear,Pollutant,Releases
2025/03/10,Ireland,2015,Cyanides (as total CN),857.5
2025/03/10,Lithuania,2015,Nickel and compounds (as Ni),229.2
2025/03/10,Bulgaria,2010,Nickel and compounds (as Ni),15980.9
2025/03/10,France,2017,Pentachlorobenzene,29.900000000000002
2025/03/10,Austria,2013,Trichloromethane,179
2025/03/10,Ireland,2020,Cadmium and compounds (as Cd),18.213
2025/03/10,Spain,2014,PCDD + PCDF (dioxins + furans) (as Teq),0.21511
2025/03/10,Iceland,2017,Chromium and compounds (as Cr),60
2025/03/10,Finland,2017,PCDD + PCDF (dioxins + furans) (as Teq),0.0015
2025/03/10,Slovakia,2022,Polycyclic aromatic hydrocarbons (PAHs),5.38
2025/03/10,Luxembourg,2015,Zinc and compounds (as Zn),384
2025/03/10,Luxembourg,2015,Fluorides (as total F),7490
2025/03/10,Slovenia,2008,Halogenated organic compounds (as AOX),2630
2025/03/10,Slovenia,2015,Chlorides (as total Cl),2790000
2025/03/10,Ireland,2022,Total nitrogen,5788600
2025/03/10,Finland,2007,Trichloromethane,13
2025/03/10,Switzerland,2018,Chlorides (as total Cl),92935730
2025/03/10,Slovenia,2019,Total phosphorus,133587
2025/03/10,Austria,2021,"Chloro-alkanes, C10-C13",17.8
2025/03/10,Bulgaria,2014,Zinc and compounds (as Zn),25505
2025/03/10,Poland,2023,Dichloromethane (DCM),63.1
2025/03/10,Norway,2011,Ethyl benzene,37912.39
2025/03/10,Austria,2008,Triphenyltin and compounds,1.39
2025/03/10,Greece,2014,Halogenated organic compounds (as AOX),15400
2025/03/10,Germany,2008,Anthracene,2.43
2025/03/10,Slovakia,2013,Chlorides (as total Cl),18970000
2025/03/10,Switzerland,2013,Dichloromethane (DCM),2120
2025/03/10,Poland,2008,Lindane,30.5
2025/03/10,Austria,2021,Phenols (as total C),1170
2025/03/10,Spain,2007,Di-(2-ethyl hexyl) phthalate (DEHP),794
2025/03/10,Portugal,2010,PCDD + PCDF (dioxins + furans) (as Teq),0.000139
2025/03/10,Slovakia,2009,Zinc and compounds (as Zn),2112
2025/03/10,Cyprus,2021,Zinc and compounds (as Zn),1809
2025/03/10,Croatia,2016,Total phosphorus,382600
2025/03/10,Netherlands,2018,Diuron,1.44
2025/03/10,Sweden,2009,Total nitrogen,9323100
2025/03/10,Italy,2023,Copper and compounds (as Cu),17206.2336
2025/03/10,Poland,2013,Copper and compounds (as Cu),11192.800000000001
2025/03/10,United Kingdom,2013,Phenols (as total C),479452.60000000003
2025/03/10,Poland,2023,Pentachlorophenol (PCP),9
2025/03/10,Spain,2012,Dichloromethane (DCM),278.3
2025/03/10,Norway,2017,Copper and compounds (as Cu),11444
2025/03/10,Belgium,2007,Toluene,45.7
2025/03/10,Spain,2014,Arsenic and compounds (as As),1571.3799999999999
2025/03/10,Finland,2019,Halogenated organic compounds (as AOX),760010
2025/03/10,Finland,2019,Total organic carbon(as total C or COD/3) (TOC),27366500
2025/03/10,Portugal,2021,Nonylphenol and Nonylphenol ethoxylates,82.67999999999999
2025/03/10,Spain,2008,Atrazine,2.84
2025/03/10,United Kingdom,2014,Halogenated organic compounds (as AOX),575500
2025/03/10,Poland,2020,Total nitrogen,10958300
2025/03/10,Belgium,2022,Fluorides (as total F),966704.47
2025/03/10,Sweden,2010,Total nitrogen,9378100
2025/03/10,United Kingdom,2013,"Benzo(g,h,i)perylene",84.11000000000001
2025/03/10,France,2010,Cadmium and compounds (as Cd),2417.89
2025/03/10,France,2017,Phenols (as total C),23499.3
2025/03/10,Italy,2015,Cyanides (as total CN),11363.7
2025/03/10,Poland,2020,Mercury and compounds (as Hg),437.3
2025/03/10,Sweden,2015,Vinyl chloride,26.2
2025/03/10,France,2010,Fluorides (as total F),324430
2025/03/10,Greece,2021,Total nitrogen,4280300
2025/03/10,Ireland,2021,Di-(2-ethyl hexyl) phthalate (DEHP),290.517
2025/03/10,Italy,2015,Copper and compounds (as Cu),19667.800000000003
2025/03/10,United Kingdom,2008,Total nitrogen,124339200
2025/03/10,Portugal,2023,Chromium and compounds (as Cr),2447.1
2025/03/10,Germany,2007,Ethyl benzene,43.7
2025/03/10,Germany,2022,Arsenic and compounds (as As),2113.4399999999996
2025/03/10,United Kingdom,2018,Mercury and compounds (as Hg),326.17999999999995
2025/03/10,Sweden,2011,Cyanides (as total CN),1696
2025/03/10,Italy,2011,Aldrin,174.20999999999998
2025/03/10,Spain,2022,Fluoranthene,38.09
2025/03/10,Germany,2023,Halogenated organic compounds (as AOX),146990
2025/03/10,Finland,2012,PCDD + PCDF (dioxins + furans) (as Teq),0.0005
2025/03/10,Luxembourg,2010,Total nitrogen,387000
2025/03/10,United Kingdom,2019,Chromium and compounds (as Cr),6609.1
2025/03/10,Norway,2007,Total phosphorus,6763460
2025/03/10,Finland,2017,Arsenic and compounds (as As),829.55
2025/03/10,France,2014,Total organic carbon(as total C or COD/3) (TOC),59561300
2025/03/10,Sweden,2021,Lead and compounds (as Pb),1190
2025/03/10,Italy,2019,Chlorides (as total Cl),2941052199.1
2025/03/10,Netherlands,2021,Cyanides (as total CN),8684
2025/03/10,United Kingdom,2010,"1,2-dichloroethane (DCE-1,2)",345.7
2025/03/10,United Kingdom,2007,Lead and compounds (as Pb),32479.5
2025/03/10,Czechia,2021,Arsenic and compounds (as As),947.3023500000002
2025/03/10,Italy,2022,Tetrachloromethane (TCM),1358.178
2025/03/10,Cyprus,2011,Total phosphorus,25200
2025/03/10,Poland,2010,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",3.68
2025/03/10,Italy,2018,Alachlor,13.462
2025/03/10,Romania,2007,Nickel and compounds (as Ni),17520.7
2025/03/10,France,2008,"1,2-dichloroethane (DCE-1,2)",1595
2025/03/10,France,2007,Mercury and compounds (as Hg),250.79
2025/03/10,Germany,2016,Chromium and compounds (as Cr),13059.900000000001
2025/03/10,France,2008,Isoproturon,40.989999999999995
2025/03/10,Latvia,2016,Chromium and compounds (as Cr),173.5
2025/03/10,United Kingdom,2007,Octylphenols and Octylphenol ethoxylates,2000.77
2025/03/10,Belgium,2011,Total organic carbon(as total C or COD/3) (TOC),10764300
2025/03/10,Sweden,2023,Nickel and compounds (as Ni),4567.171
2025/03/10,Spain,2007,Tetrachloromethane (TCM),2.44
2025/03/10,Italy,2022,Organotin compounds (as total Sn),879.4475
2025/03/10,Norway,2009,Isoproturon,265739.2
2025/03/10,Norway,2009,Anthracene,3.44
2025/03/10,Portugal,2011,Phenols (as total C),16670
2025/03/10,Hungary,2016,"1,2-dichloroethane (DCE-1,2)",159
2025/03/10,Netherlands,2023,Total organic carbon(as total C or COD/3) (TOC),16246300
2025/03/10,France,2009,Fluorides (as total F),422950
2025/03/10,Hungary,2023,Chromium and compounds (as Cr),2175
2025/03/10,Switzerland,2015,Zinc and compounds (as Zn),3134
2025/03/10,Latvia,2015,Total phosphorus,68900
2025/03/10,Italy,2016,Total organic carbon(as total C or COD/3) (TOC),27877700
2025/03/10,Sweden,2016,Arsenic and compounds (as As),684.6
2025/03/10,Austria,2015,Fluorides (as total F),143120
2025/03/10,Norway,2013,Total organic carbon(as total C or COD/3) (TOC),225454100
2025/03/10,Finland,2016,Total organic carbon(as total C or COD/3) (TOC),41114800
2025/03/10,Spain,2017,Nickel and compounds (as Ni),23805.9
2025/03/10,France,2014,"Chloro-alkanes, C10-C13",248.75
2025/03/10,Austria,2011,"1,2-dichloroethane (DCE-1,2)",19.3
2025/03/10,Italy,2007,Chlorpyrifos,1.1
2025/03/10,Czechia,2015,Nonylphenol and Nonylphenol ethoxylates,58.379999999999995
2025/03/10,Finland,2023,Fluorides (as total F),211250
2025/03/10,Greece,2023,Cyanides (as total CN),155
2025/03/10,Romania,2022,Total organic carbon(as total C or COD/3) (TOC),18444900
2025/03/10,Bulgaria,2013,Total nitrogen,2829400
2025/03/10,Spain,2014,Trichloroethylene (TRI),10.4
2025/03/10,Spain,2020,Vinyl chloride,502
2025/03/10,Netherlands,2011,PCDD + PCDF (dioxins + furans) (as Teq),0.004945
2025/03/10,Czechia,2008,Dichloromethane (DCM),49.8
2025/03/10,France,2022,Total organic carbon(as total C or COD/3) (TOC),6781200
2025/03/10,Poland,2009,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",20.9
2025/03/10,Belgium,2023,"1,2-dichloroethane (DCE-1,2)",30700
2025/03/10,France,2020,Phenols (as total C),19258.900013000002
2025/03/10,Latvia,2021,Cadmium and compounds (as Cd),10
2025/03/10,Finland,2015,Chlorides (as total Cl),81780000
2025/03/10,Belgium,2015,Fluoranthene,1.31
2025/03/10,Lithuania,2009,Total phosphorus,44960
2025/03/10,Netherlands,2015,Total organic carbon(as total C or COD/3) (TOC),15577900
2025/03/10,Hungary,2009,Mercury and compounds (as Hg),9.64
2025/03/10,Sweden,2007,Dichloromethane (DCM),146
2025/03/10,Sweden,2018,Total nitrogen,9260700
2025/03/10,France,2022,Halogenated organic compounds (as AOX),196540
2025/03/10,Denmark,2019,Chlorides (as total Cl),4000000
2025/03/10,France,2015,Tetrachloromethane (TCM),113.15
2025/03/10,Germany,2013,Benzene,270
2025/03/10,France,2015,Isoproturon,41.37
2025/03/10,Norway,2015,Sulphur oxides (SOX),1441500
2025/03/10,France,2020,"Benzo(g,h,i)perylene",2.4699999999999998
2025/03/10,Norway,2012,Vinyl chloride,128
2025/03/10,Norway,2010,Anthracene,15.76
2025/03/10,Spain,2012,Nonylphenol and Nonylphenol ethoxylates,457.05
2025/03/10,Switzerland,2017,Cadmium and compounds (as Cd),26.2
2025/03/10,France,2016,Benzene,353
2025/03/10,Cyprus,2019,Zinc and compounds (as Zn),464
2025/03/10,Austria,2010,Trichloromethane,41.2
2025/03/10,France,2014,Toluene,805.9
2025/03/10,Slovenia,2020,Zinc and compounds (as Zn),3982.27
2025/03/10,Switzerland,2021,Chlorides (as total Cl),100564500
2025/03/10,Switzerland,2011,Total phosphorus,297200
2025/03/10,Greece,2008,Lead and compounds (as Pb),422
2025/03/10,Latvia,2008,Total phosphorus,148000
2025/03/10,Austria,2013,Zinc and compounds (as Zn),82217
2025/03/10,Denmark,2010,Total phosphorus,152500
2025/03/10,Austria,2007,Arsenic and compounds (as As),59.169999999999995
2025/03/10,Portugal,2011,"Benzo(g,h,i)perylene",20.6
2025/03/10,Bulgaria,2012,Total nitrogen,2723400
2025/03/10,France,2013,Polychlorinated biphenyls (PCBs),0.46099999999999997
2025/03/10,Hungary,2018,Mercury and compounds (as Hg),30.79
2025/03/10,Latvia,2022,Lead and compounds (as Pb),176
2025/03/10,Finland,2008,PCDD + PCDF (dioxins + furans) (as Teq),0.0002
2025/03/10,Finland,2008,Polycyclic aromatic hydrocarbons (PAHs),5.4
2025/03/10,Switzerland,2013,Mercury and compounds (as Hg),20.9
2025/03/10,Luxembourg,2023,Nickel and compounds (as Ni),40.8
2025/03/10,Austria,2020,Pentachlorophenol (PCP),1.91
2025/03/10,Finland,2008,Nonylphenol and Nonylphenol ethoxylates,121.8
2025/03/10,Luxembourg,2009,Total nitrogen,500000
2025/03/10,Norway,2013,Vinyl chloride,99
2025/03/10,Luxembourg,2008,Total organic carbon(as total C or COD/3) (TOC),696800
2025/03/10,Germany,2010,Polychlorinated biphenyls (PCBs),1.75
2025/03/10,Switzerland,2017,Phenols (as total C),166.7
2025/03/10,Cyprus,2017,Lead and compounds (as Pb),176
2025/03/10,Czechia,2012,Dichloromethane (DCM),37
2025/03/10,Denmark,2009,Phenols (as total C),696
2025/03/10,Ireland,2015,"Chloro-alkanes, C10-C13",56.82000000000001
2025/03/10,Slovakia,2014,Total nitrogen,2176200
2025/03/10,Serbia,2020,Benzene,11.9
2025/03/10,Czechia,2015,Dichloromethane (DCM),103
2025/03/10,Iceland,2007,Total organic carbon(as total C or COD/3) (TOC),59500
2025/03/10,Slovakia,2018,Trichlorobenzenes (TCB),3.72
2025/03/10,France,2021,Xylenes,487.6
2025/03/10,Switzerland,2020,Cadmium and compounds (as Cd),20.490000000000002
2025/03/10,Switzerland,2020,Fluorides (as total F),280780
2025/03/10,Luxembourg,2015,Total organic carbon(as total C or COD/3) (TOC),281000
2025/03/10,Slovakia,2019,Fluorides (as total F),94060
2025/03/10,Slovenia,2014,Total organic carbon(as total C or COD/3) (TOC),904300
2025/03/10,Croatia,2022,Zinc and compounds (as Zn),5107
2025/03/10,Spain,2012,PCDD + PCDF (dioxins + furans) (as Teq),0.00224
2025/03/10,Italy,2019,Asbestos,2.21
2025/03/10,Greece,2016,Phenols (as total C),1864
2025/03/10,Luxembourg,2018,Total nitrogen,173600
2025/03/10,Portugal,2013,Copper and compounds (as Cu),6782.3
2025/03/10,Iceland,2010,Cyanides (as total CN),800
2025/03/10,Slovenia,2018,Arsenic and compounds (as As),18.3
2025/03/10,Slovakia,2013,Tetrachloroethylene,14.7
2025/03/10,Slovakia,2013,Arsenic and compounds (as As),93.7
2025/03/10,Poland,2010,Fluoranthene,8.02
2025/03/10,Serbia,2019,Tetrachloroethylene,675
2025/03/10,Romania,2008,Polycyclic aromatic hydrocarbons (PAHs),18.1
2025/03/10,Lithuania,2018,Total phosphorus,46130
2025/03/10,Ireland,2015,Fluoranthene,3
2025/03/10,Serbia,2011,Total phosphorus,52160
2025/03/10,Iceland,2013,Total phosphorus,243970
2025/03/10,Portugal,2012,Copper and compounds (as Cu),9289.000000000002
2025/03/10,Denmark,2018,Phenols (as total C),201
2025/03/10,Norway,2008,Total nitrogen,35160100
2025/03/10,Finland,2014,Zinc and compounds (as Zn),53827
2025/03/10,France,2015,Cadmium and compounds (as Cd),837.4000000000001
2025/03/10,Italy,2015,Simazine,9
2025/03/10,France,2023,Mercury and compounds (as Hg),108.92999800000001
2025/03/10,Romania,2021,Chlorides (as total Cl),148840000
2025/03/10,Slovenia,2014,Zinc and compounds (as Zn),4662
2025/03/10,Sweden,2017,Mercury and compounds (as Hg),23.220000000000002
2025/03/10,Finland,2011,Halogenated organic compounds (as AOX),944150
2025/03/10,Netherlands,2011,Chromium and compounds (as Cr),939.5
2025/03/10,Italy,2015,Trichloromethane,775.5
2025/03/10,Sweden,2013,Cadmium and compounds (as Cd),542.3
2025/03/10,Portugal,2022,Total nitrogen,13268300
2025/03/10,Czechia,2017,Di-(2-ethyl hexyl) phthalate (DEHP),126.1
2025/03/10,Portugal,2023,Zinc and compounds (as Zn),16880
2025/03/10,Poland,2009,Nickel and compounds (as Ni),13351.400000000001
2025/03/10,Italy,2019,Total phosphorus,2802583.7756
2025/03/10,Spain,2021,Total phosphorus,4475660
2025/03/10,Norway,2010,Nickel and compounds (as Ni),6781.4
2025/03/10,United Kingdom,2011,Halogenated organic compounds (as AOX),510370
2025/03/10,Spain,2019,Nickel and compounds (as Ni),17718.4
2025/03/10,Luxembourg,2017,Mercury and compounds (as Hg),98
2025/03/10,Finland,2016,Total nitrogen,7946300
2025/03/10,Hungary,2011,Zinc and compounds (as Zn),17569
2025/03/10,Spain,2013,Total phosphorus,5150670
2025/03/10,Norway,2008,Cadmium and compounds (as Cd),192.48000000000002
2025/03/10,Belgium,2009,Halogenated organic compounds (as AOX),28310
2025/03/10,Italy,2022,Chlorpyrifos,47.115700000000004
2025/03/10,Belgium,2021,Cyanides (as total CN),3821.9
2025/03/10,United Kingdom,2015,Total organic carbon(as total C or COD/3) (TOC),115297900
2025/03/10,Italy,2022,Hexachlorobenzene (HCB),975.5912
2025/03/10,Portugal,2007,Cadmium and compounds (as Cd),204.29999999999998
2025/03/10,Italy,2014,Zinc and compounds (as Zn),172886
2025/03/10,Portugal,2022,Cadmium and compounds (as Cd),118.66
2025/03/10,United Kingdom,2007,Trichloromethane,5083.5
2025/03/10,United Kingdom,2007,"1,2-dichloroethane (DCE-1,2)",532.6
2025/03/10,France,2009,PCDD + PCDF (dioxins + furans) (as Teq),0.220563
2025/03/10,United Kingdom,2007,Simazine,1.14
2025/03/10,Czechia,2014,Halogenated organic compounds (as AOX),33940
2025/03/10,Italy,2017,Mercury and compounds (as Hg),616.9900000000001
2025/03/10,France,2010,Chromium and compounds (as Cr),437070.4
2025/03/10,Germany,2010,Trichloromethane,512.5
2025/03/10,Sweden,2007,Trichlorobenzenes (TCB),11.8
2025/03/10,Denmark,2019,Chromium and compounds (as Cr),155.434
2025/03/10,Czechia,2018,Lead and compounds (as Pb),430.772
2025/03/10,Slovakia,2018,Polycyclic aromatic hydrocarbons (PAHs),12.79
2025/03/10,Slovakia,2007,Organotin compounds (as total Sn),107
2025/03/10,United Kingdom,2016,Octylphenols and Octylphenol ethoxylates,41.410000000000004
2025/03/10,Austria,2022,Total organic carbon(as total C or COD/3) (TOC),14324700
2025/03/10,Switzerland,2020,Total nitrogen,7776550
2025/03/10,Germany,2009,Trichloromethane,678.6
2025/03/10,Hungary,2021,Cadmium and compounds (as Cd),94.77
2025/03/10,Austria,2019,Cyanides (as total CN),1304
2025/03/10,Ireland,2012,Xylenes,15.1
2025/03/10,Sweden,2007,Di-(2-ethyl hexyl) phthalate (DEHP),524
2025/03/10,Lithuania,2012,Total nitrogen,554700
2025/03/10,Czechia,2018,Cyanides (as total CN),1793.369
2025/03/10,Sweden,2021,Total nitrogen,9468200
2025/03/10,Portugal,2011,Copper and compounds (as Cu),7029.700000000001
2025/03/10,Switzerland,2020,Total organic carbon(as total C or COD/3) (TOC),3818100
2025/03/10,Sweden,2009,Phenols (as total C),2365
2025/03/10,Spain,2014,Lead and compounds (as Pb),3230.2
2025/03/10,Portugal,2010,Cyanides (as total CN),2822.6
2025/03/10,Poland,2018,Nickel and compounds (as Ni),8295
2025/03/10,Iceland,2022,Fluorides (as total F),182800
2025/03/10,Serbia,2013,Arsenic and compounds (as As),25960
2025/03/10,Hungary,2019,Total phosphorus,142350
2025/03/10,Denmark,2007,Copper and compounds (as Cu),1249.1
2025/03/10,Finland,2015,Total organic carbon(as total C or COD/3) (TOC),43078600
2025/03/10,Netherlands,2018,Arsenic and compounds (as As),1472.5500000000002
2025/03/10,Italy,2012,PCDD + PCDF (dioxins + furans) (as Teq),0.0073
2025/03/10,United Kingdom,2012,Brominated diphenylethers (PBDE),28.29
2025/03/10,Switzerland,2018,Total organic carbon(as total C or COD/3) (TOC),4456560
2025/03/10,Portugal,2010,Polychlorinated biphenyls (PCBs),0.62
2025/03/10,Netherlands,2018,Fluorides (as total F),458810
2025/03/10,Portugal,2013,Chlorides (as total Cl),345950000
2025/03/10,Italy,2013,PCDD + PCDF (dioxins + furans) (as Teq),0.0060999999999999995
2025/03/10,Italy,2014,Endrin,30.56
2025/03/10,Belgium,2014,Dichloromethane (DCM),85.5
2025/03/10,Bulgaria,2015,Lead and compounds (as Pb),3700.4
2025/03/10,Portugal,2012,Lead and compounds (as Pb),8300.4
2025/03/10,Italy,2020,Nonylphenol and Nonylphenol ethoxylates,6289.8
2025/03/10,Netherlands,2014,Toluene,57
2025/03/10,Slovakia,2014,Phenols (as total C),2139.9
2025/03/10,Czechia,2011,Copper and compounds (as Cu),3833.1999999999994
2025/03/10,Netherlands,2023,Nickel and compounds (as Ni),6456.299999999999
2025/03/10,Sweden,2018,Nonylphenol and Nonylphenol ethoxylates,89.9
2025/03/10,Switzerland,2022,Zinc and compounds (as Zn),2753.1099999999997
2025/03/10,Finland,2019,Arsenic and compounds (as As),918.26
2025/03/10,Slovenia,2013,Lead and compounds (as Pb),60.4
2025/03/10,Austria,2013,Cadmium and compounds (as Cd),56.64
2025/03/10,Finland,2019,Fluorides (as total F),143270
2025/03/10,Netherlands,2018,Total organic carbon(as total C or COD/3) (TOC),11574000
2025/03/10,Poland,2015,Chromium and compounds (as Cr),4952.9
2025/03/10,Czechia,2011,Phenols (as total C),3559.6
2025/03/10,Switzerland,2008,Ethyl benzene,181
2025/03/10,Netherlands,2019,Lead and compounds (as Pb),1413.8
2025/03/10,Ireland,2016,Nickel and compounds (as Ni),1350.0000000000002
2025/03/10,Austria,2010,Copper and compounds (as Cu),5108
2025/03/10,Austria,2009,Copper and compounds (as Cu),6209.4
2025/03/10,Sweden,2015,Trichlorobenzenes (TCB),8.74
2025/03/10,Ireland,2008,Chromium and compounds (as Cr),61.7
2025/03/10,Belgium,2022,Phenols (as total C),1054.7
2025/03/10,Switzerland,2007,Zinc and compounds (as Zn),5393
2025/03/10,Greece,2013,Zinc and compounds (as Zn),31173
2025/03/10,Serbia,2022,Chromium and compounds (as Cr),11746.6
2025/03/10,Luxembourg,2011,Total phosphorus,31300
2025/03/10,Netherlands,2017,Cyanides (as total CN),8223.5
2025/03/10,Germany,2010,"1,2-dichloroethane (DCE-1,2)",128.4
2025/03/10,Greece,2012,Zinc and compounds (as Zn),27680
2025/03/10,Italy,2018,Nonylphenol and Nonylphenol ethoxylates,6562.976000000001
2025/03/10,Serbia,2013,Fluorides (as total F),64900
2025/03/10,Poland,2012,Toluene,275
2025/03/10,Spain,2016,Ethylene oxide,18
2025/03/10,Portugal,2011,Trichloromethane,295.5
2025/03/10,Greece,2017,Total nitrogen,3897700
2025/03/10,Serbia,2023,Aldrin,18.2
2025/03/10,Serbia,2021,Lead and compounds (as Pb),6512.6
2025/03/10,Romania,2022,Di-(2-ethyl hexyl) phthalate (DEHP),478
2025/03/10,Italy,2023,Xylenes,214
2025/03/10,Slovakia,2020,Naphthalene,12.2
2025/03/10,Greece,2020,Total organic carbon(as total C or COD/3) (TOC),3488200
