PublicationDate,countryName,reportingYear,Pollutant,Releases
2025/03/10,Slovakia,2018,Chromium and compounds (as Cr),220
2025/03/10,Serbia,2010,Zinc and compounds (as Zn),62659
2025/03/10,Malta,2013,Lead and compounds (as Pb),48
2025/03/10,France,2022,Cyanides (as total CN),4015.200005
2025/03/10,Bulgaria,2020,Total nitrogen,2037362
2025/03/10,Spain,2022,Vinyl chloride,212.1
2025/03/10,Greece,2015,Total nitrogen,3433000
2025/03/10,Sweden,2018,Total phosphorus,328930
2025/03/10,Ireland,2019,Fluorides (as total F),184696.377
2025/03/10,Romania,2017,Chlorides (as total Cl),321390000
2025/03/10,Slovakia,2016,Zinc and compounds (as Zn),1958
2025/03/10,Austria,2007,Total phosphorus,377020
2025/03/10,Norway,2008,Toluene,672341
2025/03/10,Switzerland,2019,Nickel and compounds (as Ni),857.5600000000001
2025/03/10,Switzerland,2013,Total phosphorus,278380
2025/03/10,Norway,2015,Cadmium and compounds (as Cd),91.37
2025/03/10,Belgium,2015,Vinyl chloride,171
2025/03/10,Czechia,2019,Cyanides (as total CN),2530.2535
2025/03/10,Poland,2018,Cyanides (as total CN),661.4
2025/03/10,Italy,2019,Chlorpyrifos,18.355
2025/03/10,Luxembourg,2021,Total nitrogen,105000
2025/03/10,Ireland,2011,Lead and compounds (as Pb),1401.5
2025/03/10,Poland,2022,Isoproturon,1
2025/03/10,Ireland,2019,Chromium and compounds (as Cr),309.56600000000003
2025/03/10,Czechia,2019,Benzene,47
2025/03/10,Netherlands,2015,Copper and compounds (as Cu),4700
2025/03/10,Poland,2012,Trichlorobenzenes (TCB),64.84
2025/03/10,France,2013,Benzene,295
2025/03/10,Ireland,2011,Zinc and compounds (as Zn),19869
2025/03/10,Bulgaria,2007,Cadmium and compounds (as Cd),249.8
2025/03/10,Latvia,2021,Zinc and compounds (as Zn),1850
2025/03/10,Austria,2016,Fluorides (as total F),119300
2025/03/10,Netherlands,2021,"1,2-dichloroethane (DCE-1,2)",12.1
2025/03/10,Ireland,2011,Cyanides (as total CN),981.7
2025/03/10,Sweden,2016,Vinyl chloride,16
2025/03/10,Germany,2007,Polychlorinated biphenyls (PCBs),0.724
2025/03/10,Belgium,2022,Di-(2-ethyl hexyl) phthalate (DEHP),0.507
2025/03/10,Austria,2017,Mercury and compounds (as Hg),41.31
2025/03/10,Norway,2014,PCDD + PCDF (dioxins + furans) (as Teq),0.0001
2025/03/10,Finland,2015,Phenols (as total C),1436
2025/03/10,France,2022,Benzene,412.400002
2025/03/10,United Kingdom,2009,Simazine,1.6
2025/03/10,Italy,2011,Organotin compounds (as total Sn),61.2
2025/03/10,Belgium,2010,"1,2-dichloroethane (DCE-1,2)",82
2025/03/10,France,2020,Fluoranthene,8.5
2025/03/10,Finland,2023,Tetrachloromethane (TCM),2.86
2025/03/10,Finland,2023,Di-(2-ethyl hexyl) phthalate (DEHP),231.02
2025/03/10,Latvia,2012,Phenols (as total C),117
2025/03/10,Germany,2009,Endosulphan,3
2025/03/10,Italy,2023,Naphthalene,21.5
2025/03/10,United Kingdom,2014,Trichloroethylene (TRI),207.20000000000002
2025/03/10,Czechia,2019,Lead and compounds (as Pb),457.91039
2025/03/10,Greece,2009,Arsenic and compounds (as As),334.3
2025/03/10,Lithuania,2013,Total nitrogen,1227300
2025/03/10,Latvia,2023,Copper and compounds (as Cu),483
2025/03/10,Ireland,2018,Total organic carbon(as total C or COD/3) (TOC),7830313.419
2025/03/10,Lithuania,2018,Zinc and compounds (as Zn),5542
2025/03/10,Slovakia,2013,Total phosphorus,128490
2025/03/10,Greece,2014,Phenols (as total C),1245.6
2025/03/10,France,2013,Vinyl chloride,666.3
2025/03/10,Slovenia,2010,Chromium and compounds (as Cr),428
2025/03/10,Italy,2015,Atrazine,9
2025/03/10,Belgium,2009,"1,2-dichloroethane (DCE-1,2)",700.6
2025/03/10,Ireland,2018,Lead and compounds (as Pb),1064.1550000000002
2025/03/10,Romania,2019,Cadmium and compounds (as Cd),34
2025/03/10,Poland,2016,Trichloroethylene (TRI),15.7
2025/03/10,Sweden,2014,"1,2-dichloroethane (DCE-1,2)",72.7
2025/03/10,Greece,2010,Arsenic and compounds (as As),1318
2025/03/10,Poland,2016,Hexachlorobutadiene (HCBD),15.7
2025/03/10,Sweden,2021,"1,2-dichloroethane (DCE-1,2)",15
2025/03/10,Slovakia,2019,Nickel and compounds (as Ni),157.3
2025/03/10,Switzerland,2010,Arsenic and compounds (as As),175
2025/03/10,Denmark,2018,PCDD + PCDF (dioxins + furans) (as Teq),0.00022
2025/03/10,Norway,2009,"1,1,1-trichloroethane (TCE-1,1,1)",2.5e-10
2025/03/10,Portugal,2009,Pentachlorophenol (PCP),4.6
2025/03/10,Malta,2020,Total nitrogen,765000
2025/03/10,Slovakia,2014,Cadmium and compounds (as Cd),110.86
2025/03/10,Belgium,2008,Polychlorinated biphenyls (PCBs),0.461
2025/03/10,Austria,2009,Di-(2-ethyl hexyl) phthalate (DEHP),21.459999999999997
2025/03/10,Bulgaria,2015,Total phosphorus,206900
2025/03/10,Hungary,2022,Total nitrogen,4149900
2025/03/10,Sweden,2007,"1,2-dichloroethane (DCE-1,2)",16
2025/03/10,Slovakia,2018,Polychlorinated biphenyls (PCBs),0.57
2025/03/10,Hungary,2019,Lead and compounds (as Pb),159.39999999999998
2025/03/10,Estonia,2013,Total phosphorus,26850
2025/03/10,Switzerland,2009,Arsenic and compounds (as As),27
2025/03/10,Serbia,2013,Polycyclic aromatic hydrocarbons (PAHs),1118
2025/03/10,Croatia,2015,Copper and compounds (as Cu),55
2025/03/10,Portugal,2016,Cadmium and compounds (as Cd),953.97
2025/03/10,Portugal,2010,Pentachlorophenol (PCP),2.27
2025/03/10,Spain,2023,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",1.78
2025/03/10,Portugal,2015,Toluene,296000
2025/03/10,United Kingdom,2008,Endrin,1.07
2025/03/10,Portugal,2012,Total phosphorus,1407200
2025/03/10,Poland,2008,Diuron,2.1
2025/03/10,Sweden,2011,Tetrachloromethane (TCM),1.7
2025/03/10,Slovakia,2011,Fluoranthene,5.93
2025/03/10,Iceland,2009,Total organic carbon(as total C or COD/3) (TOC),56000
2025/03/10,Portugal,2012,"1,2-dichloroethane (DCE-1,2)",51.8
2025/03/10,Serbia,2018,"Benzo(g,h,i)perylene",1
2025/03/10,Greece,2016,Cyanides (as total CN),340
2025/03/10,Netherlands,2019,"Benzo(g,h,i)perylene",1.47
2025/03/10,Finland,2018,Organotin compounds (as total Sn),103
2025/03/10,Austria,2014,Pentachlorophenol (PCP),5.61
2025/03/10,Italy,2010,Nonylphenol and Nonylphenol ethoxylates,14902.33
2025/03/10,Italy,2020,Trifluralin,26.0694
2025/03/10,Netherlands,2007,Di-(2-ethyl hexyl) phthalate (DEHP),18.86
2025/03/10,Sweden,2011,Mercury and compounds (as Hg),33.07
2025/03/10,Germany,2020,Nonylphenol and Nonylphenol ethoxylates,171.61
2025/03/10,Czechia,2013,Lindane,1.7
2025/03/10,Denmark,2021,Di-(2-ethyl hexyl) phthalate (DEHP),457.8132049999999
2025/03/10,Serbia,2022,Polychlorinated biphenyls (PCBs),4.91
2025/03/10,Italy,2012,Fluoranthene,170.85000000000002
2025/03/10,Spain,2022,Diuron,65.02000000000001
2025/03/10,Poland,2009,Phenols (as total C),15748.5
2025/03/10,United Kingdom,2012,Ethyl benzene,91720
2025/03/10,Norway,2010,"1,1,1-trichloroethane (TCE-1,1,1)",8.670000000000001e-10
2025/03/10,Finland,2017,Copper and compounds (as Cu),8206.1
2025/03/10,Italy,2009,Nonylphenol and Nonylphenol ethoxylates,5901.49
2025/03/10,Ireland,2010,Cadmium and compounds (as Cd),29.57
2025/03/10,Italy,2014,Polychlorinated biphenyls (PCBs),14.43
2025/03/10,Luxembourg,2007,Total nitrogen,479000
2025/03/10,Spain,2019,Cyanides (as total CN),6923.200000000001
2025/03/10,Slovakia,2021,Fluorides (as total F),68480
2025/03/10,Latvia,2016,Total phosphorus,58000
2025/03/10,Sweden,2013,Chromium and compounds (as Cr),1206.5
2025/03/10,Italy,2022,Total phosphorus,2579757.0367
2025/03/10,Romania,2007,Phenols (as total C),19616
2025/03/10,Italy,2016,Lead and compounds (as Pb),19547.699999999997
2025/03/10,France,2019,Phenols (as total C),25304.9
2025/03/10,Italy,2012,Brominated diphenylethers (PBDE),1.21
2025/03/10,Italy,2016,Zinc and compounds (as Zn),164546
2025/03/10,Greece,2012,Total phosphorus,1315810
2025/03/10,Finland,2013,Fluoranthene,1.1
2025/03/10,Czechia,2012,Fluoranthene,6.05
2025/03/10,Netherlands,2023,Lead and compounds (as Pb),1044.2
2025/03/10,Italy,2018,Dichloromethane (DCM),2599.5816999999997
2025/03/10,Poland,2010,Phenols (as total C),14430.900000000003
2025/03/10,Belgium,2011,Lead and compounds (as Pb),2514.5999999999995
2025/03/10,France,2011,Fluorides (as total F),608170
2025/03/10,France,2012,Benzene,403
2025/03/10,Spain,2020,Trichloroethylene (TRI),10.5
2025/03/10,Romania,2018,Chromium and compounds (as Cr),4165.9
2025/03/10,France,2012,Lead and compounds (as Pb),20537.6
2025/03/10,Poland,2007,Chlorides (as total Cl),2494790000
2025/03/10,Germany,2016,Tetrachloromethane (TCM),5.65
2025/03/10,Serbia,2023,"Benzo(g,h,i)perylene",1.57
2025/03/10,Austria,2013,"Chloro-alkanes, C10-C13",5
2025/03/10,Portugal,2020,Lead and compounds (as Pb),2302.8
2025/03/10,Austria,2007,Cyanides (as total CN),6434.3
2025/03/10,Bulgaria,2016,Mercury and compounds (as Hg),34.7
2025/03/10,Cyprus,2019,Total organic carbon(as total C or COD/3) (TOC),52400
2025/03/10,Portugal,2020,Octylphenols and Octylphenol ethoxylates,25.070000000000004
2025/03/10,Bulgaria,2016,Nickel and compounds (as Ni),7287.6
2025/03/10,Netherlands,2018,Cyanides (as total CN),5225
2025/03/10,Sweden,2018,PCDD + PCDF (dioxins + furans) (as Teq),0.00607
2025/03/10,Germany,2018,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",3
2025/03/10,Switzerland,2012,Total phosphorus,266060
2025/03/10,Poland,2013,Trichloroethylene (TRI),137
2025/03/10,France,2015,Chromium and compounds (as Cr),141454.49999999997
2025/03/10,France,2015,Octylphenols and Octylphenol ethoxylates,26.340000000000003
2025/03/10,France,2013,Diuron,31.55
2025/03/10,Switzerland,2019,Mercury and compounds (as Hg),5.8926
2025/03/10,Portugal,2020,Total organic carbon(as total C or COD/3) (TOC),16810000
2025/03/10,Serbia,2020,Copper and compounds (as Cu),18746.1
2025/03/10,United Kingdom,2017,Polychlorinated biphenyls (PCBs),3.6199999999999997
2025/03/10,France,2018,Nonylphenol and Nonylphenol ethoxylates,80.33
2025/03/10,Belgium,2016,Polychlorinated biphenyls (PCBs),1.157
2025/03/10,United Kingdom,2015,"1,2-dichloroethane (DCE-1,2)",56.2
2025/03/10,France,2015,Trichloromethane,909.8
2025/03/10,Spain,2017,Polycyclic aromatic hydrocarbons (PAHs),667.48
2025/03/10,Slovakia,2015,Total phosphorus,115010
2025/03/10,Romania,2022,Copper and compounds (as Cu),30922.7
2025/03/10,Finland,2023,Nickel and compounds (as Ni),5766.1
2025/03/10,Portugal,2018,Isoproturon,4.55
2025/03/10,Serbia,2010,Cadmium and compounds (as Cd),247.9
2025/03/10,Italy,2023,Tributyltin and compounds,744.6999
2025/03/10,Romania,2022,Cyanides (as total CN),3210
2025/03/10,Poland,2009,Isoproturon,5.27
2025/03/10,France,2022,Lead and compounds (as Pb),2011.9000030000002
2025/03/10,Ireland,2017,Xylenes,10.9
2025/03/10,Belgium,2019,Nonylphenol and Nonylphenol ethoxylates,1.85
2025/03/10,Italy,2018,Polychlorinated biphenyls (PCBs),324.945
2025/03/10,Finland,2010,Fluorides (as total F),95610
2025/03/10,Austria,2016,Nonylphenol and Nonylphenol ethoxylates,81.47999999999999
2025/03/10,Italy,2016,Benzene,3014
2025/03/10,Sweden,2018,Octylphenols and Octylphenol ethoxylates,4
2025/03/10,Netherlands,2015,Cyanides (as total CN),13050.6
2025/03/10,Belgium,2023,Halogenated organic compounds (as AOX),64580
2025/03/10,Finland,2021,Mercury and compounds (as Hg),25.119999999999997
2025/03/10,Poland,2019,PCDD + PCDF (dioxins + furans) (as Teq),0.001304
2025/03/10,Latvia,2021,Nickel and compounds (as Ni),449.8
2025/03/10,Slovenia,2008,Total organic carbon(as total C or COD/3) (TOC),1176600
2025/03/10,Portugal,2008,Tetrachloromethane (TCM),1.05
2025/03/10,Portugal,2008,Naphthalene,444
2025/03/10,Belgium,2015,Diuron,6.5
2025/03/10,Czechia,2017,Copper and compounds (as Cu),5187
2025/03/10,Finland,2021,Nickel and compounds (as Ni),8410.1
2025/03/10,Germany,2009,"Benzo(g,h,i)perylene",1.8
2025/03/10,Belgium,2023,Total nitrogen,3760900
2025/03/10,Latvia,2007,Zinc and compounds (as Zn),6611
2025/03/10,Netherlands,2015,Zinc and compounds (as Zn),53611
2025/03/10,Czechia,2018,"1,2-dichloroethane (DCE-1,2)",81
2025/03/10,Slovenia,2018,Copper and compounds (as Cu),538.4
2025/03/10,Slovakia,2012,Total phosphorus,114190
2025/03/10,Bulgaria,2023,Nickel and compounds (as Ni),3451
2025/03/10,Greece,2013,Total phosphorus,1216000
2025/03/10,Austria,2018,Arsenic and compounds (as As),17
2025/03/10,Slovakia,2022,Cyanides (as total CN),1000
2025/03/10,Denmark,2012,Chromium and compounds (as Cr),103
2025/03/10,Luxembourg,2015,Arsenic and compounds (as As),6.6
2025/03/10,France,2012,Vinyl chloride,1186.6000000000001
2025/03/10,Slovakia,2007,Phenols (as total C),4698
2025/03/10,France,2007,Polycyclic aromatic hydrocarbons (PAHs),40.2
2025/03/10,Ireland,2020,Cyanides (as total CN),1000.7969999999998
2025/03/10,Czechia,2009,Tetrachloroethylene,41.099999999999994
2025/03/10,France,2017,Polychlorinated biphenyls (PCBs),1.8860000000000001
2025/03/10,Spain,2008,Anthracene,1.5
2025/03/10,Switzerland,2016,Zinc and compounds (as Zn),6965
2025/03/10,Italy,2015,Toluene,1952
2025/03/10,Poland,2009,Hexachlorobenzene (HCB),3.18
2025/03/10,Ireland,2020,Copper and compounds (as Cu),3568.1639999999998
2025/03/10,Finland,2016,Cyanides (as total CN),2552.1
2025/03/10,Portugal,2014,Isoproturon,1.04
2025/03/10,Luxembourg,2023,Cadmium and compounds (as Cd),5.04
2025/03/10,Italy,2019,Ethyl benzene,1039.7
2025/03/10,Switzerland,2013,Cyanides (as total CN),23.17
2025/03/10,Latvia,2022,Total organic carbon(as total C or COD/3) (TOC),813000
2025/03/10,Sweden,2020,Trichlorobenzenes (TCB),7.9
2025/03/10,Romania,2013,Copper and compounds (as Cu),41317
2025/03/10,Poland,2022,Trichloroethylene (TRI),14
2025/03/10,Belgium,2018,"Benzo(g,h,i)perylene",2.63
2025/03/10,Czechia,2019,Diuron,1.123
2025/03/10,Italy,2021,"Chloro-alkanes, C10-C13",14.000000000000002
2025/03/10,United Kingdom,2019,Trichlorobenzenes (TCB),37.4
2025/03/10,Lithuania,2017,Copper and compounds (as Cu),272
2025/03/10,Austria,2008,Total nitrogen,5710200
2025/03/10,Spain,2021,Triphenyltin and compounds,1.45
2025/03/10,Austria,2012,"Chloro-alkanes, C10-C13",4.8
2025/03/10,Bulgaria,2022,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",3
2025/03/10,Slovakia,2017,Polycyclic aromatic hydrocarbons (PAHs),5.39
2025/03/10,Iceland,2010,Total organic carbon(as total C or COD/3) (TOC),104000
2025/03/10,Slovakia,2022,Copper and compounds (as Cu),417
2025/03/10,Austria,2021,Lead and compounds (as Pb),941.1
2025/03/10,Ireland,2023,Halogenated organic compounds (as AOX),21214.55555
2025/03/10,Slovenia,2018,Cyanides (as total CN),48
2025/03/10,Austria,2022,"Chloro-alkanes, C10-C13",17.2
2025/03/10,Austria,2022,Phenols (as total C),9780
2025/03/10,Slovenia,2014,Copper and compounds (as Cu),247
2025/03/10,Austria,2008,Halogenated organic compounds (as AOX),58430
2025/03/10,Germany,2013,Vinyl chloride,42
2025/03/10,Italy,2015,Pentachlorobenzene,49.07
2025/03/10,Netherlands,2021,"Chloro-alkanes, C10-C13",7.22
2025/03/10,Belgium,2009,Di-(2-ethyl hexyl) phthalate (DEHP),2.65
2025/03/10,Slovenia,2007,Polychlorinated biphenyls (PCBs),4.6
2025/03/10,Spain,2007,Endrin,15.4
2025/03/10,Slovenia,2014,Cyanides (as total CN),195
2025/03/10,Slovakia,2013,Cyanides (as total CN),1010
2025/03/10,Germany,2016,Naphthalene,29.5
2025/03/10,Italy,2015,Lindane,9
2025/03/10,Netherlands,2008,Diuron,1.75
2025/03/10,Finland,2018,Tetrachloromethane (TCM),2.5
2025/03/10,Switzerland,2021,Phenols (as total C),136.3
2025/03/10,Greece,2016,Zinc and compounds (as Zn),65412
2025/03/10,Germany,2011,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",5.82
2025/03/10,Sweden,2008,Phenols (as total C),3664.4
2025/03/10,United Kingdom,2018,Total phosphorus,14375390
2025/03/10,Germany,2017,Nickel and compounds (as Ni),29560
2025/03/10,Sweden,2009,Fluorides (as total F),139840
2025/03/10,United Kingdom,2016,Nickel and compounds (as Ni),47973.100000000006
2025/03/10,Spain,2021,Chromium and compounds (as Cr),3852.1
2025/03/10,Netherlands,2008,Cyanides (as total CN),20602.4
2025/03/10,Germany,2019,Cadmium and compounds (as Cd),384.50999999999993
2025/03/10,Netherlands,2012,Lead and compounds (as Pb),2366.1
2025/03/10,Malta,2012,Chlorides (as total Cl),55600000
2025/03/10,United Kingdom,2012,Dichloromethane (DCM),1587.6999999999998
2025/03/10,Germany,2023,Copper and compounds (as Cu),32831.668
2025/03/10,Portugal,2018,Di-(2-ethyl hexyl) phthalate (DEHP),1140.8700000000001
2025/03/10,United Kingdom,2016,Mercury and compounds (as Hg),633.72
2025/03/10,Belgium,2017,Diuron,3.83
2025/03/10,Germany,2022,Chromium and compounds (as Cr),11989.9
2025/03/10,Spain,2012,Organotin compounds (as total Sn),88
2025/03/10,United Kingdom,2008,Fluorides (as total F),1820490
2025/03/10,France,2014,Dichloromethane (DCM),3834.4
2025/03/10,Austria,2019,Lead and compounds (as Pb),989
2025/03/10,Netherlands,2021,Naphthalene,99
2025/03/10,Austria,2016,Cadmium and compounds (as Cd),28.5
2025/03/10,Denmark,2008,Zinc and compounds (as Zn),19066
2025/03/10,Norway,2014,Fluorides (as total F),1549100
2025/03/10,Netherlands,2010,Copper and compounds (as Cu),5345.799999999999
2025/03/10,Italy,2013,Polychlorinated biphenyls (PCBs),21.950000000000003
2025/03/10,Switzerland,2019,Chromium and compounds (as Cr),239.99
2025/03/10,Sweden,2007,Tetrachloromethane (TCM),11.6
2025/03/10,Hungary,2010,Total phosphorus,592600
2025/03/10,Poland,2021,Arsenic and compounds (as As),4037.7000000000007
2025/03/10,Hungary,2011,"1,2-dichloroethane (DCE-1,2)",469
2025/03/10,Italy,2014,Trichloroethylene (TRI),1519.3
2025/03/10,Croatia,2019,Mercury and compounds (as Hg),34.23
2025/03/10,Sweden,2018,Fluorides (as total F),260030
2025/03/10,Netherlands,2015,PCDD + PCDF (dioxins + furans) (as Teq),0.002791
2025/03/10,United Kingdom,2007,Naphthalene,74443.8
2025/03/10,Lithuania,2010,Cadmium and compounds (as Cd),7
2025/03/10,Germany,2023,Cyanides (as total CN),44963.6
2025/03/10,Denmark,2022,Total phosphorus,122039.89
2025/03/10,Netherlands,2011,"1,2-dichloroethane (DCE-1,2)",485
2025/03/10,Hungary,2009,Total phosphorus,308850
2025/03/10,France,2010,Zinc and compounds (as Zn),208275
2025/03/10,Belgium,2007,Lead and compounds (as Pb),3726.5999999999995
2025/03/10,Bulgaria,2007,Fluorides (as total F),14300
2025/03/10,Netherlands,2018,PCDD + PCDF (dioxins + furans) (as Teq),0.007829000000000001
2025/03/10,Poland,2019,Fluorides (as total F),717210
2025/03/10,Germany,2018,Diuron,46.89999999999999
2025/03/10,Slovenia,2009,Nickel and compounds (as Ni),379.9
2025/03/10,Italy,2010,Cadmium and compounds (as Cd),4635.669999999999
2025/03/10,Bulgaria,2021,Total phosphorus,276726
2025/03/10,Sweden,2014,Arsenic and compounds (as As),875.54
2025/03/10,Italy,2009,Cadmium and compounds (as Cd),3973.0800000000004
2025/03/10,Netherlands,2018,Polycyclic aromatic hydrocarbons (PAHs),11.7
2025/03/10,Denmark,2020,Cadmium and compounds (as Cd),5.117000000000001
2025/03/10,Czechia,2010,Hexachlorobutadiene (HCBD),5.22
2025/03/10,Austria,2017,Total organic carbon(as total C or COD/3) (TOC),14701500
2025/03/10,Poland,2009,Halogenated organic compounds (as AOX),162440
2025/03/10,Czechia,2020,Copper and compounds (as Cu),6569.85077
2025/03/10,Norway,2017,Anthracene,62.709999999999994
2025/03/10,Italy,2015,Tetrachloroethylene,112.5
2025/03/10,Norway,2012,"1,1,1-trichloroethane (TCE-1,1,1)",1.41e-9
2025/03/10,Czechia,2014,Total organic carbon(as total C or COD/3) (TOC),5169400
2025/03/10,Austria,2007,Chromium and compounds (as Cr),7450.5
2025/03/10,Bulgaria,2018,Total phosphorus,258487.19799999997
2025/03/10,Austria,2007,Trichloromethane,76.2
2025/03/10,Italy,2010,Atrazine,72.5
2025/03/10,Austria,2007,Triphenyltin and compounds,1.44
2025/03/10,Slovenia,2023,Total phosphorus,40061
2025/03/10,Finland,2010,Cadmium and compounds (as Cd),337.28999999999996
2025/03/10,Greece,2011,Nickel and compounds (as Ni),334.5
2025/03/10,Finland,2017,Mercury and compounds (as Hg),21.57
2025/03/10,Italy,2019,Halogenated organic compounds (as AOX),14830.137400000001
2025/03/10,Greece,2011,Mercury and compounds (as Hg),3.7
2025/03/10,Bulgaria,2019,Total nitrogen,2322059
2025/03/10,France,2023,Trichloroethylene (TRI),119.2
2025/03/10,Spain,2020,Tributyltin and compounds,193.02
2025/03/10,Ireland,2009,Phenols (as total C),2964.1
2025/03/10,Finland,2019,Cyanides (as total CN),3477
2025/03/10,Belgium,2007,Benzene,45.7
2025/03/10,Bulgaria,2010,Zinc and compounds (as Zn),267127
2025/03/10,Italy,2020,Dieldrin,65.286
2025/03/10,Ireland,2007,Zinc and compounds (as Zn),22816
2025/03/10,Hungary,2008,Fluorides (as total F),14240
2025/03/10,Belgium,2007,Octylphenols and Octylphenol ethoxylates,4.57
2025/03/10,Czechia,2017,Chlorides (as total Cl),56270000
2025/03/10,Finland,2020,Copper and compounds (as Cu),7802.4
2025/03/10,Luxembourg,2012,Halogenated organic compounds (as AOX),1400
2025/03/10,Italy,2009,Benzene,2554
2025/03/10,Ireland,2010,Fluoranthene,2.25
2025/03/10,Portugal,2015,Phenols (as total C),2065.2999999999997
2025/03/10,Netherlands,2017,Fluoranthene,2.84
2025/03/10,Slovakia,2012,Chromium and compounds (as Cr),329
2025/03/10,Portugal,2011,Zinc and compounds (as Zn),27106
2025/03/10,France,2019,"1,2-dichloroethane (DCE-1,2)",225.799999
2025/03/10,Italy,2022,Chlorfenvinphos,9.519
2025/03/10,Malta,2017,Total nitrogen,1559000
2025/03/10,Belgium,2013,"Benzo(g,h,i)perylene",40
2025/03/10,Iceland,2012,Total organic carbon(as total C or COD/3) (TOC),371000
2025/03/10,Finland,2016,Trichloromethane,24
2025/03/10,Poland,2011,Lindane,2.55
2025/03/10,Germany,2021,Fluoranthene,7.7
2025/03/10,Italy,2009,Atrazine,65.4
2025/03/10,Iceland,2011,Copper and compounds (as Cu),427
2025/03/10,Netherlands,2019,Phenols (as total C),1057.9
2025/03/10,Switzerland,2017,Zinc and compounds (as Zn),3499
2025/03/10,Latvia,2009,Phenols (as total C),124
2025/03/10,Ireland,2017,Chromium and compounds (as Cr),73.9
2025/03/10,Switzerland,2021,Halogenated organic compounds (as AOX),27233
2025/03/10,Cyprus,2019,Total nitrogen,774600
2025/03/10,Slovakia,2014,Fluorides (as total F),53330
2025/03/10,Belgium,2021,Octylphenols and Octylphenol ethoxylates,2.38
2025/03/10,Italy,2015,Tributyltin and compounds,4.8
2025/03/10,Lithuania,2020,Copper and compounds (as Cu),2905.5
2025/03/10,Belgium,2008,Trichloroethylene (TRI),24
2025/03/10,Italy,2021,Simazine,20.173
2025/03/10,Sweden,2007,Naphthalene,442
2025/03/10,Cyprus,2009,Nickel and compounds (as Ni),25.8
2025/03/10,France,2021,Polycyclic aromatic hydrocarbons (PAHs),30.5
2025/03/10,Slovenia,2010,Nickel and compounds (as Ni),236.4
2025/03/10,Norway,2008,"1,1,1-trichloroethane (TCE-1,1,1)",2e-10
2025/03/10,Bulgaria,2009,Zinc and compounds (as Zn),52964
2025/03/10,Ireland,2018,Copper and compounds (as Cu),3684.889
2025/03/10,Serbia,2019,Mercury and compounds (as Hg),79.4
2025/03/10,Slovenia,2007,Atrazine,17.2
2025/03/10,Slovakia,2013,Chromium and compounds (as Cr),273.6
2025/03/10,Spain,2007,Chlorfenvinphos,1.53
2025/03/10,Greece,2009,Cyanides (as total CN),57
2025/03/10,Slovenia,2007,Cadmium and compounds (as Cd),30
2025/03/10,United Kingdom,2011,Hexachlorobenzene (HCB),1.88
2025/03/10,Cyprus,2022,Lead and compounds (as Pb),699.4
2025/03/10,Hungary,2019,Halogenated organic compounds (as AOX),6790
2025/03/10,Ireland,2013,Atrazine,1.56
2025/03/10,Denmark,2007,Total phosphorus,149630
2025/03/10,Luxembourg,2014,Zinc and compounds (as Zn),295
2025/03/10,Finland,2010,Nonylphenol and Nonylphenol ethoxylates,10.8
2025/03/10,Austria,2019,Arsenic and compounds (as As),407
2025/03/10,Hungary,2019,Copper and compounds (as Cu),357
2025/03/10,Slovakia,2013,Trichloromethane,187.2
2025/03/10,Romania,2014,Chlorides (as total Cl),248920000
2025/03/10,Cyprus,2016,Chromium and compounds (as Cr),78.9
2025/03/10,Denmark,2017,Chlorides (as total Cl),8000000
2025/03/10,Austria,2018,Isoproturon,1.01
2025/03/10,Slovenia,2022,Lead and compounds (as Pb),33.19
2025/03/10,Spain,2013,Simazine,2.04
2025/03/10,Romania,2023,Arsenic and compounds (as As),32.4
2025/03/10,Slovenia,2013,Copper and compounds (as Cu),321
2025/03/10,Netherlands,2020,"Chloro-alkanes, C10-C13",6.72
2025/03/10,Lithuania,2019,Di-(2-ethyl hexyl) phthalate (DEHP),12.5
2025/03/10,Sweden,2023,Di-(2-ethyl hexyl) phthalate (DEHP),1589.8999999999999
2025/03/10,Portugal,2010,Trichlorobenzenes (TCB),6.94
2025/03/10,Czechia,2017,Vinyl chloride,10.4
2025/03/10,Finland,2021,Trichloromethane,10.3
2025/03/10,Slovenia,2015,Chromium and compounds (as Cr),51
2025/03/10,Belgium,2016,Trichloroethylene (TRI),11.3
2025/03/10,Poland,2014,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",3.2
2025/03/10,Romania,2011,Chromium and compounds (as Cr),6008.9
2025/03/10,Iceland,2010,Mercury and compounds (as Hg),20
2025/03/10,Poland,2008,Dichloromethane (DCM),48.3
2025/03/10,Lithuania,2008,Zinc and compounds (as Zn),9706
2025/03/10,Malta,2022,Arsenic and compounds (as As),385
2025/03/10,Czechia,2016,Copper and compounds (as Cu),5409.3
2025/03/10,Ireland,2016,Total nitrogen,6062700
2025/03/10,United Kingdom,2013,Cyanides (as total CN),21001.4
2025/03/10,Bulgaria,2018,Nickel and compounds (as Ni),3043.0303999999996
2025/03/10,Spain,2020,"Benzo(g,h,i)perylene",49.78
2025/03/10,Finland,2011,Nickel and compounds (as Ni),8986.1
2025/03/10,United Kingdom,2014,Zinc and compounds (as Zn),355466
2025/03/10,Italy,2017,Chlorides (as total Cl),3816120000
