PublicationDate,countryName,reportingYear,Pollutant,Releases
2025/03/10,Bulgaria,2020,Particulate matter (PM10),346724
2025/03/10,Austria,2009,Polycyclic aromatic hydrocarbons (PAHs),93
2025/03/10,Greece,2008,Dichloromethane (DCM),33910
2025/03/10,Estonia,2019,Cadmium and compounds (as Cd),201.2
2025/03/10,France,2013,Carbon monoxide (CO),289108000
2025/03/10,Finland,2012,Nitrous oxide (N2O),1197600
2025/03/10,Cyprus,2012,Cadmium and compounds (as Cd),50
2025/03/10,Greece,2023,Nickel and compounds (as Ni),14295.1
2025/03/10,Cyprus,2014,Mercury and compounds (as Hg),89.3
2025/03/10,Finland,2014,Cadmium and compounds (as Cd),42.8
2025/03/10,Finland,2023,Carbon dioxide (CO2),37291000000
2025/03/10,France,2016,Sulphur hexafluoride (SF6),4135
2025/03/10,Spain,2020,Mercury and compounds (as Hg),831.1
2025/03/10,Cyprus,2011,Zinc and compounds (as Zn),3446
2025/03/10,Serbia,2013,Methane (CH4),3923000
2025/03/10,Estonia,2022,Polycyclic aromatic hydrocarbons (PAHs),169.8
2025/03/10,United Kingdom,2011,Dichloromethane (DCM),291600
2025/03/10,Italy,2007,Hydro-fluorocarbons (HFCS),88261
2025/03/10,Sweden,2023,Fluorine and inorganic compounds (as HF),44408
2025/03/10,Hungary,2019,Non-methane volatile organic compounds (NMVOC),5310300
2025/03/10,Austria,2008,Hydrochlorofluorocarbons (HCFCs),1217
2025/03/10,Slovenia,2011,Ammonia (NH3),410100
2025/03/10,Sweden,2017,Vinyl chloride,18200
2025/03/10,Ireland,2010,Carbon monoxide (CO),900000
2025/03/10,Denmark,2015,Methane (CH4),19127000
2025/03/10,Austria,2012,Hydro-fluorocarbons (HFCS),268
2025/03/10,Bulgaria,2014,Non-methane volatile organic compounds (NMVOC),510000
2025/03/10,Slovenia,2016,Nitrous oxide (N2O),86100
2025/03/10,Austria,2012,Dichloromethane (DCM),15800
2025/03/10,Portugal,2009,Sulphur oxides (SOX),43142000
2025/03/10,Netherlands,2013,Chromium and compounds (as Cr),764
2025/03/10,Denmark,2023,Arsenic and compounds (as As),0.11699999999999999
2025/03/10,Greece,2018,Nitrogen oxides (NOX),73026000
2025/03/10,Greece,2008,Hydro-fluorocarbons (HFCS),243
2025/03/10,Bulgaria,2014,Mercury and compounds (as Hg),13.2
2025/03/10,Iceland,2021,Methane (CH4),3749301
2025/03/10,Czechia,2021,Hydrogen cyanide (HCN),360
2025/03/10,France,2021,Hydrochlorofluorocarbons (HCFCs),24984.38
2025/03/10,United Kingdom,2009,Trichloromethane,19030
2025/03/10,Sweden,2015,Mercury and compounds (as Hg),75.2
2025/03/10,Netherlands,2007,Copper and compounds (as Cu),1285
2025/03/10,Czechia,2011,Polycyclic aromatic hydrocarbons (PAHs),1766.2
2025/03/10,Hungary,2010,Di-(2-ethyl hexyl) phthalate (DEHP),2490
2025/03/10,Netherlands,2011,Sulphur oxides (SOX),29312000
2025/03/10,Portugal,2017,Non-methane volatile organic compounds (NMVOC),9062000
2025/03/10,Ireland,2008,Chlorofluorocarbons (CFCs),126.07000000000001
2025/03/10,Finland,2007,Naphthalene,1923
2025/03/10,Finland,2007,Polycyclic aromatic hydrocarbons (PAHs),318
2025/03/10,United Kingdom,2010,Trichloromethane,19210
2025/03/10,Belgium,2023,Nitrogen oxides (NOX),28196000
2025/03/10,Slovenia,2008,Perfluorocarbons (PFCs),2810
2025/03/10,Lithuania,2014,Particulate matter (PM10),856600
2025/03/10,Slovenia,2015,Naphthalene,911
2025/03/10,Malta,2008,Sulphur oxides (SOX),10440000
2025/03/10,Greece,2011,Arsenic and compounds (as As),870.5
2025/03/10,Poland,2017,Fluorine and inorganic compounds (as HF),698200
2025/03/10,Malta,2009,Nickel and compounds (as Ni),5410
2025/03/10,Belgium,2023,Halons,2270
2025/03/10,Germany,2018,Dichloromethane (DCM),25430
2025/03/10,Croatia,2019,Nitrous oxide (N2O),246400
2025/03/10,Norway,2015,Lead and compounds (as Pb),1250
2025/03/10,Croatia,2019,Cadmium and compounds (as Cd),35.7
2025/03/10,Finland,2019,Mercury and compounds (as Hg),198.89999999999998
2025/03/10,Czechia,2018,Carbon dioxide (CO2),66705413324.641716
2025/03/10,Portugal,2010,Sulphur oxides (SOX),29883000
2025/03/10,Netherlands,2020,Zinc and compounds (as Zn),125640
2025/03/10,Hungary,2009,Di-(2-ethyl hexyl) phthalate (DEHP),3220
2025/03/10,Romania,2022,Methane (CH4),22323000
2025/03/10,Czechia,2018,Nitrogen oxides (NOX),60976042.65034
2025/03/10,Austria,2016,Nitrous oxide (N2O),159200
2025/03/10,Finland,2018,Cadmium and compounds (as Cd),12
2025/03/10,Romania,2020,Lead and compounds (as Pb),4200
2025/03/10,Lithuania,2019,Carbon dioxide (CO2),6824000000
2025/03/10,Ireland,2020,Methane (CH4),27965371.43
2025/03/10,Austria,2018,Hydro-fluorocarbons (HFCS),821
2025/03/10,Belgium,2009,Vinyl chloride,17050
2025/03/10,Austria,2018,PCDD + PCDF (dioxins + furans) (as Teq),0.00101
2025/03/10,Luxembourg,2014,Carbon monoxide (CO),6071000
2025/03/10,Netherlands,2008,Vinyl chloride,22290
2025/03/10,Austria,2018,Chromium and compounds (as Cr),397
2025/03/10,Poland,2010,Chlorofluorocarbons (CFCs),509.6
2025/03/10,Ireland,2010,Chromium and compounds (as Cr),254
2025/03/10,Luxembourg,2007,Nitrogen oxides (NOX),4349000
2025/03/10,Slovakia,2011,Chlorine and inorganic compounds (as HCl),26500
2025/03/10,Spain,2012,Anthracene,175
2025/03/10,Luxembourg,2008,Carbon monoxide (CO),7620000
2025/03/10,Luxembourg,2007,Sulphur oxides (SOX),1084000
2025/03/10,Romania,2017,Cadmium and compounds (as Cd),77
2025/03/10,Sweden,2010,Perfluorocarbons (PFCs),17000
2025/03/10,Norway,2017,Vinyl chloride,15780
2025/03/10,Poland,2020,Tetrachloromethane (TCM),224
2025/03/10,Italy,2008,Hydrogen cyanide (HCN),3653
2025/03/10,Hungary,2008,Copper and compounds (as Cu),19457
2025/03/10,Cyprus,2018,Methane (CH4),2265000
2025/03/10,Greece,2007,Polycyclic aromatic hydrocarbons (PAHs),79.1
2025/03/10,Latvia,2019,Methane (CH4),230000
2025/03/10,Slovakia,2021,Chromium and compounds (as Cr),435
2025/03/10,Cyprus,2023,Sulphur oxides (SOX),9116953
2025/03/10,Cyprus,2018,Nickel and compounds (as Ni),5645.1
2025/03/10,Slovenia,2007,Nickel and compounds (as Ni),192
2025/03/10,Germany,2018,Sulphur hexafluoride (SF6),1100
2025/03/10,Ireland,2009,Carbon monoxide (CO),897000
2025/03/10,Luxembourg,2018,Naphthalene,1001
2025/03/10,Finland,2022,Polychlorinated biphenyls (PCBs),4.42
2025/03/10,Hungary,2022,Carbon dioxide (CO2),16291209604
2025/03/10,Ireland,2009,Chromium and compounds (as Cr),168
2025/03/10,Croatia,2022,Mercury and compounds (as Hg),52.3
2025/03/10,Romania,2013,Methane (CH4),64545000
2025/03/10,Cyprus,2008,Mercury and compounds (as Hg),167.5
2025/03/10,Portugal,2016,Hydrochlorofluorocarbons (HCFCs),9.96
2025/03/10,Luxembourg,2009,Carbon monoxide (CO),6492000
2025/03/10,Bulgaria,2017,Particulate matter (PM10),986200
2025/03/10,Czechia,2018,Halons,260
2025/03/10,Sweden,2017,Lead and compounds (as Pb),3500
2025/03/10,Slovakia,2014,Naphthalene,29600
2025/03/10,Switzerland,2007,Polychlorinated biphenyls (PCBs),1.5
2025/03/10,Lithuania,2020,Particulate matter (PM10),716700
2025/03/10,Hungary,2011,Hydrogen cyanide (HCN),296
2025/03/10,Romania,2014,Nitrogen oxides (NOX),54799000
2025/03/10,Germany,2023,Polycyclic aromatic hydrocarbons (PAHs),125
2025/03/10,Portugal,2019,Particulate matter (PM10),1812300
2025/03/10,Spain,2018,Ammonia (NH3),62177100
2025/03/10,United Kingdom,2018,Ethylene oxide,1960
2025/03/10,Spain,2022,Sulphur oxides (SOX),53410000
2025/03/10,Italy,2019,Sulphur hexafluoride (SF6),2528.79
2025/03/10,Netherlands,2012,Hydrochlorofluorocarbons (HCFCs),129609.34000000001
2025/03/10,Belgium,2011,Dichloromethane (DCM),261810
2025/03/10,Belgium,2013,Lead and compounds (as Pb),15739
2025/03/10,Poland,2012,Carbon dioxide (CO2),195762000000
2025/03/10,Portugal,2008,Nitrous oxide (N2O),2178800
2025/03/10,Poland,2022,Nickel and compounds (as Ni),16362.9
2025/03/10,Netherlands,2012,PCDD + PCDF (dioxins + furans) (as Teq),0.0020429999999999997
2025/03/10,Norway,2012,Hydrochlorofluorocarbons (HCFCs),1013
2025/03/10,Finland,2014,Nitrogen oxides (NOX),51199000
2025/03/10,Poland,2011,Dichloromethane (DCM),61060
2025/03/10,United Kingdom,2012,Nickel and compounds (as Ni),19178.599999999995
2025/03/10,Belgium,2012,Nitrogen oxides (NOX),48523000
2025/03/10,France,2020,Chlorine and inorganic compounds (as HCl),372500
2025/03/10,Sweden,2011,Nitrogen oxides (NOX),28055000
2025/03/10,United Kingdom,2013,Trichlorobenzenes (TCB),43.3
2025/03/10,Spain,2021,Mercury and compounds (as Hg),991.6
2025/03/10,United Kingdom,2012,Trichlorobenzenes (TCB),143.2
2025/03/10,Germany,2022,Copper and compounds (as Cu),9097
2025/03/10,Spain,2009,Anthracene,237.5
2025/03/10,Sweden,2010,Non-methane volatile organic compounds (NMVOC),25083000
2025/03/10,Poland,2012,Nitrogen oxides (NOX),292825000
2025/03/10,Portugal,2016,Tetrachloroethylene,17500
2025/03/10,Portugal,2019,Hydrogen cyanide (HCN),537
2025/03/10,Poland,2020,Sulphur oxides (SOX),128331000
2025/03/10,Spain,2013,Trichloromethane,16400
2025/03/10,Spain,2022,Nitrous oxide (N2O),2036500
2025/03/10,Finland,2014,Carbon dioxide (CO2),48576000000
2025/03/10,Belgium,2012,Vinyl chloride,21280
2025/03/10,Sweden,2022,"1,2-dichloroethane (DCE-1,2)",2220
2025/03/10,Switzerland,2008,Carbon monoxide (CO),9911000
2025/03/10,Netherlands,2013,Dichloromethane (DCM),59270
2025/03/10,Germany,2009,Particulate matter (PM10),10359200
2025/03/10,Romania,2007,Carbon monoxide (CO),164698000
2025/03/10,Italy,2011,Chromium and compounds (as Cr),4780
2025/03/10,Sweden,2011,Carbon dioxide (CO2),51394000000
2025/03/10,Netherlands,2012,Dichloromethane (DCM),48040
2025/03/10,Denmark,2011,Nitrous oxide (N2O),148500
2025/03/10,Serbia,2015,Nitrogen oxides (NOX),53363000
2025/03/10,United Kingdom,2007,Arsenic and compounds (as As),1407.5
2025/03/10,Belgium,2012,Lead and compounds (as Pb),19039
2025/03/10,Italy,2019,Mercury and compounds (as Hg),466.5093
2025/03/10,Belgium,2021,Cadmium and compounds (as Cd),180.7
2025/03/10,Spain,2007,Zinc and compounds (as Zn),243365
2025/03/10,Sweden,2009,Non-methane volatile organic compounds (NMVOC),23587000
2025/03/10,Netherlands,2012,Carbon dioxide (CO2) excluding biomass,48595000000
2025/03/10,Belgium,2012,Carbon dioxide (CO2),47518000000
2025/03/10,Netherlands,2015,Chromium and compounds (as Cr),594
2025/03/10,Germany,2013,Chromium and compounds (as Cr),6846
2025/03/10,Netherlands,2014,Zinc and compounds (as Zn),64659
2025/03/10,Italy,2021,Polychlorinated biphenyls (PCBs),13.1775
2025/03/10,Bulgaria,2021,Arsenic and compounds (as As),84
2025/03/10,France,2016,Naphthalene,9787
2025/03/10,Belgium,2015,Sulphur oxides (SOX),27818000
2025/03/10,Austria,2010,Non-methane volatile organic compounds (NMVOC),3131000
2025/03/10,Czechia,2013,Carbon dioxide (CO2),65938000000
2025/03/10,Poland,2023,Methane (CH4),411651000
2025/03/10,Germany,2012,Chromium and compounds (as Cr),8558
2025/03/10,Iceland,2007,Fluorine and inorganic compounds (as HF),227000
2025/03/10,Germany,2021,Carbon dioxide (CO2) excluding biomass,78144780000
2025/03/10,Spain,2010,Anthracene,167
2025/03/10,Denmark,2008,Sulphur oxides (SOX),12672000
2025/03/10,Austria,2009,Non-methane volatile organic compounds (NMVOC),2790000
2025/03/10,Belgium,2015,Nitrous oxide (N2O),3972800
2025/03/10,Spain,2021,Sulphur hexafluoride (SF6),488.1
2025/03/10,Czechia,2013,Nitrogen oxides (NOX),80194000
2025/03/10,Sweden,2021,PCDD + PCDF (dioxins + furans) (as Teq),0.0021910000000000002
2025/03/10,Czechia,2013,Ammonia (NH3),5352700
2025/03/10,Netherlands,2017,Cadmium and compounds (as Cd),417.6
2025/03/10,Netherlands,2015,Carbon dioxide (CO2) excluding biomass,51111000000
2025/03/10,Germany,2010,Arsenic and compounds (as As),2507.5000000000005
2025/03/10,Netherlands,2016,Fluorine and inorganic compounds (as HF),129060
2025/03/10,Portugal,2023,Nitrogen oxides (NOX),33924000
2025/03/10,Serbia,2022,Ammonia (NH3),3078100
2025/03/10,Germany,2021,Chromium and compounds (as Cr),2360
2025/03/10,Germany,2017,Mercury and compounds (as Hg),6191.6
2025/03/10,France,2013,Arsenic and compounds (as As),1441.3999999999999
2025/03/10,Luxembourg,2019,Methane (CH4),1811000
2025/03/10,Estonia,2019,Ammonia (NH3),1015700
2025/03/10,Denmark,2014,Methane (CH4),20107000
2025/03/10,Serbia,2023,Nitrogen oxides (NOX),40598000
2025/03/10,Switzerland,2022,Carbon dioxide (CO2),7783432620
2025/03/10,France,2013,Non-methane volatile organic compounds (NMVOC),50751000
2025/03/10,Bulgaria,2020,Carbon dioxide (CO2) excluding biomass,2003188584
2025/03/10,Netherlands,2022,Non-methane volatile organic compounds (NMVOC),6807000
2025/03/10,Estonia,2022,Carbon dioxide (CO2) excluding biomass,8070393700
2025/03/10,Romania,2023,Nitrogen oxides (NOX),21506000
2025/03/10,Luxembourg,2011,Lead and compounds (as Pb),303
2025/03/10,Finland,2010,Benzene,94200
2025/03/10,Bulgaria,2019,Ammonia (NH3),11726726
2025/03/10,Estonia,2014,Methane (CH4),3392000
2025/03/10,Switzerland,2022,Nitrogen oxides (NOX),3799885
2025/03/10,Portugal,2011,Tetrachloroethylene,28700
2025/03/10,Romania,2023,Carbon dioxide (CO2),21805000000
2025/03/10,Spain,2020,Fluorine and inorganic compounds (as HF),292990
2025/03/10,Portugal,2010,Cadmium and compounds (as Cd),1398.3999999999999
2025/03/10,Italy,2023,Nickel and compounds (as Ni),2809.5966000000003
2025/03/10,Serbia,2023,Carbon dioxide (CO2),17696000000
2025/03/10,Malta,2014,Nitrogen oxides (NOX),2798000
2025/03/10,Slovenia,2023,Sulphur oxides (SOX),731939
2025/03/10,Czechia,2014,Copper and compounds (as Cu),1720
2025/03/10,Sweden,2023,Hydro-fluorocarbons (HFCS),9707
2025/03/10,Greece,2012,Carbon dioxide (CO2),60645000000
2025/03/10,Malta,2014,Ammonia (NH3),15700
2025/03/10,Greece,2012,Nitrogen oxides (NOX),108714000
2025/03/10,France,2012,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",127
2025/03/10,Norway,2007,Particulate matter (PM10),6046900
2025/03/10,Switzerland,2021,Dichloromethane (DCM),10347
2025/03/10,Norway,2014,Hydrochlorofluorocarbons (HCFCs),33
2025/03/10,Hungary,2019,Carbon monoxide (CO),22202000
2025/03/10,Luxembourg,2023,PCDD + PCDF (dioxins + furans) (as Teq),0.000372
2025/03/10,France,2018,PCDD + PCDF (dioxins + furans) (as Teq),0.011331
2025/03/10,Slovakia,2015,Hydro-fluorocarbons (HFCS),1100
2025/03/10,Malta,2014,Carbon dioxide (CO2),1660000000
2025/03/10,Slovenia,2012,Fluorine and inorganic compounds (as HF),150600
2025/03/10,Estonia,2023,Chlorine and inorganic compounds (as HCl),96100
2025/03/10,Greece,2018,Nitrous oxide (N2O),810700
2025/03/10,France,2021,Benzene,220800
2025/03/10,Portugal,2009,Cadmium and compounds (as Cd),2886
2025/03/10,Ireland,2022,Mercury and compounds (as Hg),57.960227
2025/03/10,Bulgaria,2007,Lead and compounds (as Pb),23759
2025/03/10,Spain,2008,Naphthalene,4012
2025/03/10,Czechia,2011,Non-methane volatile organic compounds (NMVOC),6170000
2025/03/10,Norway,2013,Asbestos,1.77
2025/03/10,Denmark,2022,Lead and compounds (as Pb),11.921
2025/03/10,Poland,2007,Chromium and compounds (as Cr),7943
2025/03/10,Slovakia,2008,Mercury and compounds (as Hg),942.1
2025/03/10,Romania,2016,Lead and compounds (as Pb),4460
2025/03/10,Iceland,2020,Methane (CH4),4586900
2025/03/10,Germany,2021,Hydrochlorofluorocarbons (HCFCs),771.9
2025/03/10,United Kingdom,2011,Hydrogen cyanide (HCN),49538
2025/03/10,France,2021,Tetrachloroethylene,13860
2025/03/10,Belgium,2018,Nickel and compounds (as Ni),819.4
2025/03/10,Ireland,2008,Ammonia (NH3),1337300
2025/03/10,Belgium,2023,Nitrous oxide (N2O),1617100
2025/03/10,Romania,2009,Lead and compounds (as Pb),2340
2025/03/10,Poland,2015,Hydrogen cyanide (HCN),4082
2025/03/10,France,2008,Chlorofluorocarbons (CFCs),47376
2025/03/10,Slovenia,2011,Zinc and compounds (as Zn),336
2025/03/10,Malta,2022,Methane (CH4),4751000
2025/03/10,Denmark,2018,Zinc and compounds (as Zn),12.41
2025/03/10,Slovenia,2007,Ammonia (NH3),709200
2025/03/10,Germany,2011,Polychlorinated biphenyls (PCBs),5.6
2025/03/10,Lithuania,2018,Carbon monoxide (CO),7118000
2025/03/10,France,2016,Tetrachloromethane (TCM),11739
2025/03/10,Netherlands,2020,Halons,115
2025/03/10,Romania,2020,Zinc and compounds (as Zn),8625
2025/03/10,Croatia,2019,Nitrogen oxides (NOX),7051000
2025/03/10,Austria,2019,Cadmium and compounds (as Cd),47.3
2025/03/10,Croatia,2019,Carbon dioxide (CO2),6643000000
2025/03/10,Croatia,2019,Sulphur oxides (SOX),4339000
2025/03/10,Switzerland,2017,Lead and compounds (as Pb),1920
2025/03/10,Czechia,2018,Cadmium and compounds (as Cd),521.68138
2025/03/10,Sweden,2016,Cadmium and compounds (as Cd),38.4
2025/03/10,Greece,2023,Ammonia (NH3),117800
2025/03/10,Netherlands,2017,Vinyl chloride,13540
2025/03/10,Luxembourg,2017,Carbon monoxide (CO),6740000
2025/03/10,Italy,2007,Hydrogen cyanide (HCN),1409
2025/03/10,Slovenia,2013,Fluorine and inorganic compounds (as HF),112600
2025/03/10,Norway,2012,Asbestos,1.14
2025/03/10,Hungary,2009,Nitrous oxide (N2O),42700
2025/03/10,Cyprus,2009,Cadmium and compounds (as Cd),50.7
2025/03/10,Greece,2020,Copper and compounds (as Cu),1325
2025/03/10,Czechia,2012,Nitrous oxide (N2O),1082200
2025/03/10,Luxembourg,2007,Cadmium and compounds (as Cd),12.8
2025/03/10,Latvia,2010,Polycyclic aromatic hydrocarbons (PAHs),157
2025/03/10,Bulgaria,2012,Copper and compounds (as Cu),956
2025/03/10,Cyprus,2019,Particulate matter (PM10),582000
2025/03/10,Spain,2017,Trichloroethylene (TRI),4420
2025/03/10,Czechia,2020,Trichloroethylene (TRI),32001
2025/03/10,Ireland,2017,Methane (CH4),29227000
2025/03/10,Latvia,2020,Dichloromethane (DCM),1810
2025/03/10,Hungary,2010,Nitrous oxide (N2O),35000
2025/03/10,Belgium,2009,Polychlorinated biphenyls (PCBs),53.801
2025/03/10,Cyprus,2021,Copper and compounds (as Cu),107
2025/03/10,Latvia,2009,Polycyclic aromatic hydrocarbons (PAHs),157
2025/03/10,Estonia,2012,Nickel and compounds (as Ni),5162
2025/03/10,Bulgaria,2012,Carbon monoxide (CO),20836000
2025/03/10,France,2021,Arsenic and compounds (as As),146.499996
2025/03/10,Slovakia,2021,Hydrogen cyanide (HCN),15500
2025/03/10,Estonia,2010,Zinc and compounds (as Zn),49341
2025/03/10,Cyprus,2023,Nitrogen oxides (NOX),5574000
2025/03/10,Cyprus,2018,Ammonia (NH3),1212300
2025/03/10,Slovenia,2010,Perfluorocarbons (PFCs),2010
2025/03/10,Bulgaria,2013,Copper and compounds (as Cu),1221
2025/03/10,Belgium,2014,Fluorine and inorganic compounds (as HF),50900
2025/03/10,Ireland,2017,Chlorofluorocarbons (CFCs),21.46
2025/03/10,Cyprus,2023,Carbon dioxide (CO2),4370000000
2025/03/10,Finland,2019,Carbon monoxide (CO),18329000
2025/03/10,Slovakia,2007,Methane (CH4),2347000
2025/03/10,Austria,2022,Copper and compounds (as Cu),261
2025/03/10,Croatia,2018,Cadmium and compounds (as Cd),102
2025/03/10,Luxembourg,2010,Chromium and compounds (as Cr),144
2025/03/10,Cyprus,2022,Zinc and compounds (as Zn),2663.98
2025/03/10,Croatia,2021,Ammonia (NH3),1595000
2025/03/10,Hungary,2017,Chlorine and inorganic compounds (as HCl),68400
2025/03/10,Portugal,2011,Arsenic and compounds (as As),924.6
2025/03/10,Portugal,2014,Carbon monoxide (CO),22270000
2025/03/10,Ireland,2021,Nickel and compounds (as Ni),1385.255846
2025/03/10,France,2014,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",159
2025/03/10,Slovenia,2021,Fluorine and inorganic compounds (as HF),22549
2025/03/10,Sweden,2018,"1,2-dichloroethane (DCE-1,2)",11810
2025/03/10,Ireland,2012,Polycyclic aromatic hydrocarbons (PAHs),62.4
2025/03/10,Portugal,2013,Methane (CH4),66185000
2025/03/10,Portugal,2012,Pentachlorobenzene,1.5
2025/03/10,Denmark,2021,Total organic carbon(as total C or COD/3) (TOC),9000
2025/03/10,Croatia,2016,Non-methane volatile organic compounds (NMVOC),559000
2025/03/10,Portugal,2016,Benzene,24190
2025/03/10,Slovakia,2019,Polycyclic aromatic hydrocarbons (PAHs),161
2025/03/10,Poland,2018,"1,2-dichloroethane (DCE-1,2)",5460
2025/03/10,Portugal,2017,Copper and compounds (as Cu),444
2025/03/10,Switzerland,2016,Methane (CH4),123000
2025/03/10,Finland,2011,Dichloromethane (DCM),13590
2025/03/10,Germany,2014,Chlorine and inorganic compounds (as HCl),3832900
2025/03/10,Czechia,2022,Nickel and compounds (as Ni),2819.99942
2025/03/10,Belgium,2021,Carbon dioxide (CO2),40803000000
2025/03/10,Poland,2012,Lead and compounds (as Pb),39815
2025/03/10,France,2019,Carbon dioxide (CO2),90343999808
2025/03/10,France,2019,Anthracene,134
2025/03/10,United Kingdom,2016,Carbon dioxide (CO2) excluding biomass,22865000000
2025/03/10,Spain,2009,"1,2-dichloroethane (DCE-1,2)",9440
2025/03/10,Bulgaria,2007,Benzene,13050
2025/03/10,Germany,2014,Mercury and compounds (as Hg),6815.2
2025/03/10,Portugal,2016,Trichloromethane,19080
2025/03/10,Germany,2011,Trichloromethane,1980
2025/03/10,Switzerland,2008,Non-methane volatile organic compounds (NMVOC),2986000
2025/03/10,Germany,2008,Mercury and compounds (as Hg),7540.299999999999
2025/03/10,Germany,2008,PCDD + PCDF (dioxins + furans) (as Teq),0.04605300000000001
2025/03/10,Sweden,2016,Sulphur oxides (SOX),8911000
2025/03/10,Greece,2009,Nitrogen oxides (NOX),142820000
2025/03/10,Germany,2009,Fluorine and inorganic compounds (as HF),704270
2025/03/10,Germany,2011,Vinyl chloride,120650
2025/03/10,Czechia,2007,Lead and compounds (as Pb),40470
2025/03/10,Germany,2008,Hydrochlorofluorocarbons (HCFCs),27237.77
2025/03/10,France,2016,Non-methane volatile organic compounds (NMVOC),46979000
2025/03/10,Belgium,2021,Sulphur oxides (SOX),18944000
2025/03/10,United Kingdom,2012,Ammonia (NH3),12182400
2025/03/10,Latvia,2018,Particulate matter (PM10),155100
2025/03/10,United Kingdom,2007,Trichloroethylene (TRI),722660
2025/03/10,Italy,2012,Nitrogen oxides (NOX),145563000
2025/03/10,Spain,2023,Nitrous oxide (N2O),1377500
2025/03/10,Czechia,2022,Cadmium and compounds (as Cd),322.10307
2025/03/10,Spain,2016,Nitrogen oxides (NOX),237830000
2025/03/10,Norway,2011,Total organic carbon(as total C or COD/3) (TOC),61439.5
2025/03/10,Bulgaria,2008,Lead and compounds (as Pb),24259
2025/03/10,Italy,2012,Carbon dioxide (CO2),167961000000
2025/03/10,Netherlands,2008,Cadmium and compounds (as Cd),1584.9
2025/03/10,Germany,2015,Carbon dioxide (CO2) excluding biomass,107068752250
2025/03/10,Austria,2015,Chlorine and inorganic compounds (as HCl),146500
2025/03/10,Romania,2008,Carbon dioxide (CO2),61079000000
2025/03/10,Poland,2007,Non-methane volatile organic compounds (NMVOC),9708000
2025/03/10,Germany,2015,Hydro-fluorocarbons (HFCS),21539
2025/03/10,Belgium,2021,Nitrogen oxides (NOX),35454000
2025/03/10,Hungary,2017,Carbon monoxide (CO),26396000
2025/03/10,United Kingdom,2016,Chlorine and inorganic compounds (as HCl),2350700
2025/03/10,Spain,2007,Benzene,179230
2025/03/10,Italy,2018,Chlorofluorocarbons (CFCs),269.0658
2025/03/10,Greece,2010,Nitrogen oxides (NOX),117318000
2025/03/10,Denmark,2008,Ammonia (NH3),1850200
2025/03/10,Czechia,2013,Cadmium and compounds (as Cd),393.6
2025/03/10,Hungary,2013,Nitrogen oxides (NOX),19485000
2025/03/10,Czechia,2019,PCDD + PCDF (dioxins + furans) (as Teq),0.005974999999999999
2025/03/10,Poland,2014,Sulphur oxides (SOX),357059000
2025/03/10,United Kingdom,2008,Di-(2-ethyl hexyl) phthalate (DEHP),330.9
2025/03/10,Switzerland,2017,Benzene,20640
2025/03/10,Germany,2010,Fluorine and inorganic compounds (as HF),809870
2025/03/10,Norway,2016,Dichloromethane (DCM),3970
2025/03/10,Lithuania,2012,Carbon monoxide (CO),4103000
2025/03/10,Netherlands,2010,Hydro-fluorocarbons (HFCS),77125
2025/03/10,Germany,2015,Dichloromethane (DCM),11570
2025/03/10,Belgium,2008,"Benzo(g,h,i)perylene",1339.46525
2025/03/10,Germany,2008,Hexachlorobenzene (HCB),21.2
2025/03/10,Hungary,2013,Carbon dioxide (CO2),17992000000
2025/03/10,France,2016,Mercury and compounds (as Hg),1200.8
2025/03/10,Spain,2010,Naphthalene,1596
2025/03/10,Netherlands,2017,Ammonia (NH3),2233400
2025/03/10,Denmark,2021,Nitrogen oxides (NOX),13605316.9473
2025/03/10,Czechia,2019,Chromium and compounds (as Cr),814.645358
2025/03/10,Belgium,2017,Hydrogen cyanide (HCN),8970
2025/03/10,Belgium,2019,Dichloromethane (DCM),18300
2025/03/10,Estonia,2021,Carbon dioxide (CO2),8409000000
2025/03/10,Greece,2013,Polychlorinated biphenyls (PCBs),0.309
2025/03/10,Belgium,2017,Fluorine and inorganic compounds (as HF),77440
2025/03/10,Czechia,2020,Hydro-fluorocarbons (HFCS),8519.857
2025/03/10,Greece,2017,Copper and compounds (as Cu),4197
2025/03/10,Ireland,2011,Sulphur oxides (SOX),14388000
2025/03/10,United Kingdom,2019,Anthracene,136.7
2025/03/10,Norway,2016,Carbon dioxide (CO2) excluding biomass,12208820000
2025/03/10,Estonia,2021,Nitrogen oxides (NOX),4579800
2025/03/10,Latvia,2017,Carbon monoxide (CO),1270000
2025/03/10,Luxembourg,2011,Zinc and compounds (as Zn),3592
2025/03/10,Portugal,2009,Nitrogen oxides (NOX),75577000
2025/03/10,Belgium,2020,Fluorine and inorganic compounds (as HF),80840
2025/03/10,Estonia,2007,Copper and compounds (as Cu),2373
2025/03/10,Estonia,2021,Sulphur oxides (SOX),7116000
2025/03/10,Luxembourg,2012,Mercury and compounds (as Hg),25.7
2025/03/10,Luxembourg,2013,Mercury and compounds (as Hg),112.69999999999999
2025/03/10,France,2013,Chromium and compounds (as Cr),8999
2025/03/10,Czechia,2020,Carbon dioxide (CO2) excluding biomass,48905691138.67693
2025/03/10,Norway,2014,Zinc and compounds (as Zn),16130
2025/03/10,Slovenia,2022,Nitrogen oxides (NOX),3475275
